name	log2FC	pvalue	qvalue	n.control	n.alt	mean_length.control	mean_length.alt
ENST00000282441	-0.539321596	0.007711065	0.282459662	53	44	2056.301887	1466.75
ENST00000282466	-0.320681772	0.014615875	0.354394469	267	181	2346.17603	1952.61326
ENST00000282486	0.008772559	0.963228921	0.993534467	36	43	1293.361111	1411.651163
ENST00000282488	0.049366558	0.895526208	0.978910445	69	59	2099.550725	2377.762712
ENST00000282512	0.046109549	0.867605189	0.973641225	18	29	1158.777778	1231.413793
ENST00000282516	-0.111909964	0.618804725	0.920350279	129	129	2275.914729	2085.186047
ENST00000282541	-0.214080301	0.403182725	0.852779046	77	92	2182.74026	1970.054348
ENST00000282561	-0.445062217	0.023459806	0.422429712	152	139	1671.013158	1323.115108
ENST00000282570	-0.235128124	0.221803998	0.759091287	53	52	1660.679245	1452.038462
ENST00000282572	0.199966403	0.454672189	0.870940007	25	42	1020.76	1118.214286
ENST00000282574	-0.11760103	0.617274514	0.920350279	35	34	1804.142857	1720.852941
ENST00000282587	-0.521014812	0.155784762	0.704006186	30	20	2124.166667	1743.95
ENST00000282588	-0.086668579	0.657039429	0.929059756	72	59	1868.847222	1984.813559
ENST00000282605	0.07867607	0.794391297	0.958326385	14	12	2040.5	1956.75
ENST00000282728	-0.412707535	0.018625122	0.38912869	54	52	1492.444444	1216.903846
ENST00000282841	-0.233964979	0.142540495	0.694082576	87	93	1559.45977	1384.387097
ENST00000282878	-0.37472669	0.096585912	0.629368388	18	15	1079.555556	882.3333333
ENST00000282892	-0.189798123	0.008196058	0.288528433	219	259	1312.018265	1175.907336
ENST00000282903	-0.329925274	0.055352637	0.543829271	259	270	2352.266409	2029.707407
ENST00000282908	-0.834663356	0.212946662	0.75173994	15	17	2189.866667	1712.294118
ENST00000282999	-0.139003821	0.029534146	0.450463913	194	230	873.9639175	806.7086957
ENST00000283006	-0.036626891	0.714368855	0.941394666	212	265	1094.113208	1079.973585
ENST00000283027	0.034699125	0.547827508	0.901534714	122	130	1163.844262	1183.615385
ENST00000283033	-0.066383386	0.769406539	0.952657969	111	108	1685.855856	1596.138889
ENST00000283109	-0.207535253	0.03177149	0.460701035	102	121	1643.323529	1441.198347
ENST00000283122	-0.383010818	0.001072251	0.120215223	31	48	1059.419355	831.1875
ENST00000283131	-0.232349534	0.054920554	0.541176222	295	275	2008.637288	1859.592727
ENST00000283147	-0.174632017	0.274440325	0.797807423	128	148	1967.796875	1798.97973
ENST00000283148	-0.099142723	0.465537614	0.87460809	105	88	1505.238095	1399.556818
ENST00000283179	-0.463899418	0.007863176	0.284136647	62	79	956.7258065	743.2278481
ENST00000283195	-0.298586588	0.143763765	0.69538749	130	170	2219.7	1978.476471
ENST00000283206	-0.363621085	0.314529548	0.814766547	20	22	2008.5	1705.409091
ENST00000283243	0.068000863	0.807405486	0.961668613	23	39	1650.913043	1793.871795
ENST00000283290	-0.044573271	0.65578721	0.929059756	311	305	1191.282958	1162.154098
ENST00000283351	0.028193011	0.904863902	0.981901194	55	62	2078.436364	2006.66129
ENST00000283415	-0.150085194	0.503203399	0.888101206	542	535	1924.758303	1812.424299
ENST00000283429	-0.011580013	0.930387038	0.986177503	57	56	958.8947368	939.7857143
ENST00000283474	-0.024653838	0.85790177	0.971984127	99	84	1271.787879	1276.761905
ENST00000283534	0.010776186	0.945758748	0.990128397	52	27	835.3076923	853.2962963
ENST00000283629	-0.07619533	0.662731748	0.929344559	186	177	1952.790323	1985.022599
ENST00000283632	-0.464792537	0.052109207	0.532271222	169	145	1909.390533	1531.965517
ENST00000283646	-0.303665739	0.017773722	0.387464429	76	74	1353.710526	1184.567568
ENST00000283875	-0.363174566	0.016072585	0.370538677	81	84	1760.469136	1346.25
ENST00000283882	0.07075893	0.463146709	0.874176918	175	198	1029.4	1064.89899
ENST00000283921	-0.167247819	0.273231294	0.797217407	60	78	1560.05	1466.730769
ENST00000283928	-0.141355822	0.402856234	0.852779046	72	75	1748.819444	1554.893333
ENST00000283943	-0.414323532	0.000522253	0.086720177	253	186	2234.794466	1867.419355
ENST00000283977	-0.415562856	0.170311321	0.716317101	11	16	993.2727273	819.5
ENST00000284000	-0.272880783	0.109882459	0.651858075	92	117	1582.043478	1313.230769
ENST00000284006	-0.427339568	0.096766356	0.630114175	74	66	1885.054054	1504.060606
ENST00000284031	-0.378282402	0.348412559	0.83146629	27	44	2327.074074	2127.636364
ENST00000284037	0.014942957	0.969907008	0.993817095	57	76	2802.298246	2531.368421
ENST00000284049	-0.023036465	0.946006008	0.990128397	41	45	1621.585366	1756.044444
ENST00000284061	-0.08485816	0.832493686	0.966267299	12	20	1683.833333	1723
ENST00000284073	-0.182383448	0.321129046	0.817791869	184	151	1464.804348	1260.039735
ENST00000284136	0.290860028	0.522591616	0.892690035	16	11	1830.375	2035.363636
ENST00000284202	-0.303213621	0.052353742	0.532715135	70	76	1923.685714	1625.565789
ENST00000284240	-0.20531061	0.130507461	0.680471054	73	74	1342.876712	1249
ENST00000284245	0.095890039	0.335266333	0.824405092	24	25	845.5833333	897.92
ENST00000284262	-0.051371282	0.914151721	0.983736412	26	24	1947.884615	1943.916667
ENST00000284268	-0.161557702	0.360877693	0.835639388	670	666	1773.886567	1678.418919
ENST00000284273	-0.118934764	0.791238676	0.957542538	11	11	1893.090909	1643.909091
ENST00000284274	-0.210935084	0.195286049	0.737165327	260	205	1752.084615	1559.980488
ENST00000284292	0.118818744	0.464781817	0.87460809	35	31	1026.457143	1060.548387
ENST00000284320	-0.266416527	0.07820348	0.596900124	246	218	1804.788618	1543.344037
ENST00000284376	-0.25789095	0.364426588	0.838123505	22	22	1392.454545	1245.545455
ENST00000284440	-0.133237022	0.058188608	0.551132427	45	76	1078.244444	1005.394737
ENST00000284476	-0.00589369	0.984811963	0.996113632	45	32	1872.288889	1817.0625
ENST00000284503	-0.675315591	0.063988542	0.567370995	17	13	1628.588235	1169.153846
ENST00000284548	0.53930525	0.161199685	0.70779109	19	17	1870.894737	2725.823529
ENST00000284551	0.084398367	0.632041592	0.923375103	54	60	1593.981481	1666.716667
ENST00000284617	-0.364042618	0.276564556	0.798897876	17	28	1932.823529	1781.5
ENST00000284637	-0.218791261	0.358874905	0.83507155	99	103	1910.59596	1723.320388
ENST00000284690	-0.281845856	0.130153889	0.68010662	70	54	2550.385714	2243.851852
ENST00000284719	-0.13614203	0.210130515	0.749214415	498	560	1439.46988	1328.382143
ENST00000284727	-0.020591334	0.605513321	0.916561104	809	1001	765.8714462	763.5904096
ENST00000284771	0.017317423	0.857224448	0.971984127	51	42	1439.529412	1425.333333
ENST00000284776	0.094877127	0.696585149	0.937918094	21	25	1304.52381	1382.48
ENST00000284811	-0.069797268	0.588034929	0.911548419	33	36	596.5757576	568.4166667
ENST00000284878	-0.315748481	0.077150497	0.594657586	54	59	1631.055556	1226.254237
ENST00000284881	-0.094871018	0.633878169	0.924343872	46	58	1644.5	1663.689655
ENST00000284957	-0.120305236	0.624499633	0.921887792	43	50	2034.604651	1992.5
ENST00000284971	-0.024826201	0.02643489	0.43075088	428	529	581.0514019	573.7542533
ENST00000284984	-0.134898519	0.386836217	0.84662393	161	74	2188.006211	2049.135135
ENST00000284995	-0.214785377	0.248974462	0.77910143	20	25	1806.45	1657.2
ENST00000285021	-0.314263403	0.096230489	0.62927857	65	65	1941.123077	1597.076923
ENST00000285039	-0.368605899	0.607681391	0.916860834	14	12	1067.428571	663.3333333
ENST00000285071	0.064513229	0.830626674	0.965690344	18	21	836.5	892.952381
ENST00000285083	-0.276610647	0.311547937	0.814085715	32	26	1247.40625	1052.615385
ENST00000285093	-0.090195157	0.381018419	0.846238291	320	281	1523.45625	1448.836299
ENST00000285106	-0.041330312	0.779798581	0.955465977	80	86	1666.725	1603.697674
ENST00000285116	-0.108795323	0.479574611	0.879588598	49	59	1142.040816	1144.135593
ENST00000285199	0.532566793	0.130535825	0.680471054	19	17	1596.526316	2457.647059
ENST00000285208	-0.359066507	0.100419771	0.636277515	21	17	1208.52381	975.9411765
ENST00000285238	-0.026576947	0.936597358	0.987924931	91	180	2107.32967	2163.988889
ENST00000285243	-0.111412625	0.535506444	0.898049417	115	79	1384.547826	1335.177215
ENST00000285279	-0.289784675	0.003264711	0.19742631	321	335	1979.962617	1684.59403
ENST00000285298	-0.142722028	0.000461389	0.082090046	344	393	760.0901163	687.7226463
ENST00000285379	-0.195979534	0.125975508	0.674245021	106	103	1331.584906	1243.854369
ENST00000285397	-0.889068653	0.047488054	0.519050956	7	11	2292.571429	1289.181818
ENST00000285398	-0.216518308	0.105846823	0.647168033	147	159	1794.619048	1659.937107
ENST00000285407	-0.28106191	0.074698261	0.588810969	242	203	1982.561983	1740.704433
ENST00000285419	-0.759292864	0.004926438	0.237572093	31	34	1850.870968	1209
ENST00000285420	-0.133253268	0.61923505	0.920441274	64	58	1738.90625	1739.706897
ENST00000285518	-0.138629543	0.176858653	0.722283725	191	193	1775.727749	1706.176166
ENST00000285599	-0.114602763	0.633343714	0.924117889	30	68	1761.166667	1748.235294
ENST00000285605	-0.209232032	0.156049716	0.704006186	122	104	1882.196721	1692.625
ENST00000285667	-0.402683493	0.000435562	0.078867275	132	145	2011.886364	1594.386207
ENST00000285679	-0.222877976	0.736774277	0.946527714	21	17	2264.52381	1650.588235
ENST00000285681	-0.311037578	0.272189441	0.796574023	35	20	2344.285714	1820.1
ENST00000285689	0.067960221	0.795224348	0.958345308	14	21	1838.714286	1848.428571
ENST00000285697	-0.070360364	0.623332812	0.921595521	36	37	1385.5	1387.972973
ENST00000285735	-0.211376558	0.071075327	0.581368574	59	66	847.8983051	783.5757576
ENST00000285737	-0.343544059	0.290620336	0.805520024	117	85	1778.632479	1474.329412
ENST00000285814	-0.13641924	0.087894322	0.615959838	306	369	1165.330065	1075.089431
ENST00000285848	-0.158282184	0.012866634	0.343995506	199	220	1337.39196	1248.645455
ENST00000285873	-0.183577179	0.212727418	0.751458488	149	133	2263.080537	2035.902256
ENST00000285896	-0.372301437	0.217496396	0.75568359	61	56	1503.131148	1158.607143
ENST00000285908	-0.240500645	0.205170838	0.745397259	27	52	692.8148148	566.7115385
ENST00000285930	-0.163143764	0.012707081	0.341458092	1849	1910	1258.865873	1160.298429
ENST00000285947	-0.09344233	0.45429663	0.870747873	45	38	1065.666667	991.0263158
ENST00000285968	-0.257264411	0.071840951	0.582804883	297	234	2350.417508	2079.961538
ENST00000286031	0.013096682	0.948533139	0.990728597	34	42	1423.764706	1458.690476
ENST00000286070	-0.234458167	0.137869504	0.68917241	37	42	1568.567568	1347.547619
ENST00000286091	-0.25162201	0.087338969	0.614508562	450	389	1684.264444	1527.452442
ENST00000286122	-0.851980557	0.106695659	0.648029767	14	13	1603.071429	1239.461538
ENST00000286175	-0.239515122	0.540949446	0.899151148	13	23	982.8461538	935.9565217
ENST00000286201	-0.24109968	0.681009244	0.934491487	16	19	2230.375	2078.052632
ENST00000286234	-0.298241762	0.2927482	0.805859586	21	23	1223.238095	1063.26087
ENST00000286298	0.012705574	0.947197738	0.990511655	60	58	1605.45	1748.206897
ENST00000286307	-0.191233494	0.246442337	0.777374821	59	60	1429.491525	1321.483333
ENST00000286317	-0.002495274	0.97754878	0.994960328	57	69	946.8421053	932.1304348
ENST00000286353	-0.74056358	0.033992394	0.469137923	18	12	2250.166667	1459.083333
ENST00000286364	-0.669700673	0.379667275	0.845763503	13	13	1963.692308	2318
ENST00000286371	-0.168767006	0.0263101	0.43075088	902	986	1324.471175	1212.21501
ENST00000286398	-0.281935423	0.066125861	0.570795566	110	104	2234.436364	1987.153846
ENST00000286428	-0.179097653	5.05E-05	0.029555317	551	551	1304.871143	1192.477314
ENST00000286448	-0.176135136	0.107630354	0.649037645	182	131	1942.538462	1735.465649
ENST00000286494	-0.151476065	0.7166666	0.941892001	18	17	1620.833333	1510.705882
ENST00000286548	0.129777647	0.710072256	0.940559457	83	87	1934.301205	2041.586207
ENST00000286621	-0.230093344	0.016431254	0.374108989	26	23	1355.615385	1173.304348
ENST00000286648	-0.21179192	0.430462723	0.862151263	50	62	1791.68	1547.064516
ENST00000286688	0.536890156	0.227262629	0.76488521	11	15	1004.636364	1556.6
ENST00000286692	-0.207189469	0.101854585	0.640110704	126	138	1394.777778	1260.536232
ENST00000286713	-0.154879633	0.358811286	0.83507155	631	549	1727.29794	1630.058288
ENST00000286733	-0.2412496	0.164982237	0.710372984	36	55	1503.5	1314.327273
ENST00000286760	0.042572225	0.878820809	0.976002139	22	29	1642.636364	1775.758621
ENST00000286788	-0.122853706	0.092321712	0.62370863	1060	1093	1678.121698	1573.362306
ENST00000286800	-0.528656507	0.293142681	0.806015753	29	20	2408.551724	1698.6
ENST00000286835	0.194424009	0.452996496	0.870269878	29	33	1533.862069	1799.69697
ENST00000286918	-0.101720399	0.667609153	0.929675265	115	103	1508.608696	1452.174757
ENST00000286953	-0.041584063	0.133222931	0.683779046	363	521	528.3168044	514.2706334
ENST00000287022	-0.031395038	0.039215509	0.484710052	1351	1999	566.7875648	554.2096048
ENST00000287038	-0.021954138	0.115389008	0.65875502	6314	7854	563.314064	556.0337408
ENST00000287078	-0.151256716	0.44017218	0.865914626	80	76	1700.875	1588.447368
ENST00000287097	-0.754521486	0.105703004	0.646680296	33	29	2568.090909	1915.862069
ENST00000287169	-0.258772118	0.286816433	0.804125993	145	111	1981.4	1855.369369
ENST00000287218	0.028851697	0.857031289	0.971984127	66	72	1581.030303	1599.277778
ENST00000287263	-0.344453943	0.279077276	0.800217074	17	19	2312.764706	1816.894737
ENST00000287272	-0.746475307	0.086528848	0.613671415	8	16	2834.125	1746
ENST00000287295	-0.174928926	0.352405108	0.833453256	51	42	1685.176471	1512.285714
ENST00000287322	-0.193407731	0.253185455	0.781603336	59	57	1560	1369.350877
ENST00000287380	-0.551073218	0.171696685	0.717620181	18	24	2129	1690.291667
ENST00000287387	0.089168654	0.612386244	0.918913214	42	44	1189.119048	1180.477273
ENST00000287394	-0.171630126	0.158737765	0.705062365	181	174	2068.060773	1944.741379
ENST00000287437	0.052731127	0.428737455	0.861247459	80	95	1084.225	1091.905263
ENST00000287461	-0.373186381	0.090580347	0.622376521	50	56	1932.08	1602.214286
ENST00000287468	-0.242937084	0.136650231	0.688176138	60	52	1273.233333	1081.211538
ENST00000287482	-0.123039462	0.481727154	0.881110679	68	65	1799.220588	1813.353846
ENST00000287507	-0.025439	0.892408512	0.978764478	12	12	588.6666667	575.0833333
ENST00000287546	-0.790799632	0.094114139	0.625618895	17	13	2038.117647	1226.153846
ENST00000287594	-0.09458464	0.764725326	0.95171765	22	17	929.3181818	980.3529412
ENST00000287598	-0.123310532	0.314827558	0.814947254	268	269	2066.231343	1923.513011
ENST00000287600	-0.118459581	0.07859728	0.596900124	102	102	1047.892157	982.372549
ENST00000287652	-0.152597115	0.71366541	0.941160429	42	29	2386.52381	2242.034483
ENST00000287667	-0.252609788	0.271312187	0.795325243	396	456	2256.575758	2119.028509
ENST00000287675	0.148165045	0.387506765	0.847208921	48	50	1369.916667	1544.9
ENST00000287706	-0.041421973	0.505927708	0.889301619	167	154	1123.874251	1092.915584
ENST00000287814	-0.067735983	0.685365785	0.935762769	68	62	1142.617647	1117.33871
ENST00000287844	-0.275947913	0.009840506	0.309080354	370	343	1807.72973	1562.507289
ENST00000287859	-0.154187432	0.407848146	0.854401851	49	54	1835.326531	1778.666667
ENST00000287899	-0.3009899	0.21675268	0.754867705	19	29	1823.263158	1381.758621
ENST00000287912	-0.151859627	0.563670457	0.90430357	10	12	1302.9	1166.75
ENST00000287916	-0.356757874	0.137734398	0.689065314	42	37	2112.02381	1724.459459
ENST00000287934	-0.312937916	0.192263209	0.734931242	30	24	2252.1	1718.375
ENST00000287936	-0.232888479	0.3101271	0.813294332	204	214	2076.235294	1939.565421
ENST00000287957	-0.249157739	0.172549466	0.717816654	71	61	2052.816901	1699.52459
ENST00000287996	-0.075488171	0.764229626	0.95171765	52	47	2208.326923	2098.531915
ENST00000288014	-0.357274132	0.068922377	0.577737767	33	32	1317.272727	1068.3125
ENST00000288022	-0.100533399	0.130124948	0.68010662	130	128	1104.230769	1047.765625
ENST00000288050	0.0535989	0.905365985	0.981910065	36	25	1973.472222	1847.92
ENST00000288071	-0.308542587	0.06028741	0.554036851	82	81	1693.52439	1455.654321
ENST00000288087	-0.084138707	0.239503691	0.77132605	62	73	724.6129032	692.7671233
ENST00000288111	-0.265880762	0.051550964	0.530606307	54	37	1264	1081.621622
ENST00000288167	0.149439508	0.610311961	0.918212146	15	15	1333.133333	1501
ENST00000288197	-0.076990419	0.849065121	0.970065028	17	16	1459.941176	1373.625
ENST00000288207	-0.138493987	0.071635932	0.582240737	491	565	1294.912424	1202.384071
ENST00000288228	-0.358116008	0.05721912	0.547991207	46	48	1737.282609	1374.5
ENST00000288235	-0.317787569	0.238044809	0.770354889	238	191	1959.168067	1740.136126
ENST00000288266	-0.418845613	0.127955992	0.677003952	111	121	1750.27027	1442.495868
ENST00000288381	-0.22316805	0.527493086	0.894346178	22	15	1679.227273	1537.266667
ENST00000288398	-0.111286662	0.254148544	0.782889025	142	180	1085.408451	1043.366667
ENST00000288439	0.187781062	0.31389217	0.814552368	81	88	1175.802469	1374.522727
ENST00000288532	-0.110329995	0.250180135	0.779713081	109	152	1221.59633	1179.638158
ENST00000288602	0.099814771	0.763365086	0.951620896	14	12	1503.285714	1767.916667
ENST00000288607	-0.095817103	0.273761577	0.79763073	288	362	886.6423611	844.5331492
ENST00000288670	-0.159621319	0.626243408	0.921929335	26	32	1615.384615	1472.21875
ENST00000288723	-0.27581882	0.396664335	0.850164601	51	42	1384.411765	1224.428571
ENST00000288757	-0.315303962	0.298003868	0.808754019	50	40	1893.72	1631.35
ENST00000288774	-0.211434322	0.390642899	0.847621901	84	82	1593.630952	1360.97561
ENST00000288815	-0.070238137	0.767426572	0.952154778	166	170	1867.596386	1874.711765
ENST00000288828	-0.085895229	0.31956645	0.817173806	264	198	1681.787879	1617.282828
ENST00000288840	-0.120931688	0.637777206	0.925506806	63	52	1501.634921	1407.096154
ENST00000288937	-0.073426591	0.038282445	0.483675959	584	675	798.3989726	767.2044444
ENST00000288943	-0.132612402	0.097408563	0.630436597	252	392	1401.301587	1329.456633
ENST00000288985	-0.02310419	0.963378702	0.993534467	21	20	2029.047619	2000.75
